Gene ID,Gene Name,Score(d),Fold Change,q-value(%)
g7082,ENSG00000124126.9,83.15,2.534,0.136
g5885,ENSG00000127774.6,83.1,4.064,0.136
g3899,ENSG00000214297.3,83.05,4.215,0.136
g3982,ENSG00000148925.6,83.05,1020653882.182,0.136
g2313,ENSG00000081791.4,82.9,1.819,0.143
g818,ENSG00000197872.7,82.85,1.971,0.143
g2505,ENSG00000182952.4,82.85,1.946,0.143
g1050,ENSG00000204634.8,82.8,3.147,0.143
g2539,ENSG00000244255.1,82.75,5.297,0.143
g3525,ENSG00000136868.9,82.75,3.319,0.143
g6877,ENSG00000268500.1,82.75,8.59,0.143
g6941,ENSG00000101361.10,82.75,5.908,0.143
g2111,ENSG00000155542.7,82.65,2.557,0.143
g2920,ENSG00000241258.2,82.65,2.897,0.143
g4176,ENSG00000173992.4,82.65,1068993038.705,0.143
g3522,ENSG00000119457.7,82.55,11.708,0.156
g2152,ENSG00000132842.9,82.5,2.399,0.156
g7382,ENSG00000100300.13,82.5,2.442,0.156
g1340,ENSG00000134072.6,82.35,6.136,0.156
g3047,ENSG00000128604.14,82.35,2.571,0.156
g7432,ENSG00000169249.8,82.35,9.76,0.156
g2805,ENSG00000106263.13,82.25,2.75,0.156
g5998,ENSG00000177731.11,82.25,3.309,0.156
g2001,ENSG00000250902.1,82.15,1459134730.448,0.156
g5312,ENSG00000261002.1,82.15,2.512,0.156
g5407,ENSG00000103657.9,82.15,2.236,0.156
g897,ENSG00000068784.8,82.1,5.241,0.156
g2516,ENSG00000206503.7,82.05,5.406,0.156
g6668,ENSG00000105393.11,82,3.398,0.156
g6792,ENSG00000254887.1,82,3.3,0.156
g7768,ENSG00000238917.1,82,5841983846.395,0.156
g1449,ENSG00000075914.8,81.9,6.143,0.156
g542,ENSG00000228606.1,81.85,5.621,0.156
g2448,ENSG00000124784.4,81.85,7.443,0.156
g6525,ENSG00000174917.4,81.75,3.188,0.156
g2974,ENSG00000160908.14,81.7,1.834,0.164
g950,ENSG00000119844.10,81.55,1.789,0.164
g5750,ENSG00000166548.11,81.55,3.657,0.164
g7235,ENSG00000100023.13,81.5,5.781,0.168
g453,ENSG00000143418.15,81.45,2.138,0.168
g1235,ENSG00000023228.9,81.45,2.593,0.168
g2538,ENSG00000166278.10,81.35,625343456.478,0.168
g7323,ENSG00000100101.13,81.35,4.423,0.168
g3772,ENSG00000196566.2,81.25,2.444,0.168
g4846,ENSG00000120694.15,81.25,4.575,0.168
g6608,ENSG00000104774.8,81.2,2.275,0.168
g4177,ENSG00000239306.4,81.15,1.906,0.168
g581,ENSG00000206990.1,81.1,3.714,0.168
g4153,ENSG00000251562.3,81.1,3.154,0.168
g4693,ENSG00000136051.9,81.1,2.143,0.168
g192,ENSG00000163866.8,81.05,2.415,0.168
g4507,ENSG00000050426.11,81.05,2.059,0.168
g817,ENSG00000079785.10,81,11.415,0.168
g7475,ENSG00000130985.12,81,2.323,0.168
g663,ENSG00000117153.11,80.95,993538067.471,0.168
g5851,ENSG00000197912.9,80.9,3.265,0.168
g6041,ENSG00000176390.10,80.9,3.126,0.168
g6133,ENSG00000108883.8,80.9,2.392,0.168
g6390,ENSG00000141385.5,80.9,3.206,0.168
g4175,ENSG00000254986.3,80.8,5.518,0.168
g5464,ENSG00000140400.10,80.75,3.299,0.168
g4804,ENSG00000061936.5,80.7,4.425,0.168
g5295,ENSG00000198146.4,80.7,6.41,0.168
g637,ENSG00000047410.9,80.65,3.864,0.168
g6931,ENSG00000088832.10,80.65,1.426,0.168
g1818,ENSG00000178988.10,80.6,1461020826.001,0.168
g4668,ENSG00000084110.6,80.6,3.193,0.168
g458,ENSG00000143458.7,80.55,4.414,0.168
g4903,ENSG00000136108.10,80.55,6.864,0.168
g4781,ENSG00000139719.5,80.5,6.218,0.176
g7527,ENSG00000102144.9,80.45,1.368,0.182
g5213,ENSG00000133943.16,80.4,1.691,0.182
g5858,ENSG00000179409.6,80.4,7.52,0.182
g6136,ENSG00000186834.2,80.4,4.927,0.182
g2594,ENSG00000124701.5,80.35,1450776266.456,0.182
g1512,ENSG00000164091.7,80.3,4.462,0.182
g1345,ENSG00000269886.1,80.2,1260539944.946,0.182
g2302,ENSG00000256453.1,80.2,3.84,0.182
g2761,ENSG00000252615.1,80.15,2588220691.998,0.182
g6996,ENSG00000126003.6,80.15,3.442,0.182
g6084,ENSG00000266753.2,80.1,7.05,0.182
g961,ENSG00000216115.1,80.05,1717768917.989,0.189
g5931,ENSG00000132507.13,80.05,2.244,0.189
g7129,ENSG00000101150.13,79.9,3.013,0.203
g264,ENSG00000132773.7,79.85,3.794,0.203
g2581,ENSG00000112079.8,79.85,2.399,0.203
g6132,ENSG00000180329.9,79.7,4.985,0.209
g3633,ENSG00000198879.7,79.65,7.241,0.209
g1753,ENSG00000114867.15,79.6,7.585,0.209
g3502,ENSG00000155827.7,79.6,12.136,0.209
g4485,ENSG00000139620.8,79.6,1.659,0.209
g4190,ENSG00000255949.1,79.55,2554812171.925,0.209
g6097,ENSG00000131473.12,79.55,4.314,0.209
g733,ENSG00000168159.9,79.5,7.927,0.209
g2606,ENSG00000112640.10,79.5,2.51,0.209
g5337,ENSG00000185880.8,79.5,4.079,0.209
g6838,ENSG00000087088.15,79.45,4.437,0.209
g3352,ENSG00000105339.6,79.4,2.072,0.209
g5368,ENSG00000259185.1,79.35,4.249,0.209
g6550,ENSG00000099785.6,79.25,2.623,0.216
g587,ENSG00000198771.6,79.2,3.161,0.216
g2785,ENSG00000112110.5,79.2,2.715,0.216
g4366,ENSG00000258325.1,79.2,992636393.154,0.216
g5656,ENSG00000169682.13,79.2,7.361,0.216
g6582,ENSG00000079805.12,79.15,2.355,0.216
g2480,ENSG00000165097.9,79.05,2.928,0.216
g4476,ENSG00000139218.13,79.05,2.104,0.216
g5423,ENSG00000074696.8,79,739491626.999,0.221
g5648,ENSG00000188603.12,78.95,3.448,0.221
g1786,ENSG00000163961.4,78.9,4.584,0.221
g2590,ENSG00000183826.12,78.85,2.144,0.221
g5408,ENSG00000259589.2,78.85,1512283199.862,0.221
g20,ENSG00000268575.1,78.75,3.785,0.221
g6817,ENSG00000269292.1,78.75,4.006,0.221
g6107,ENSG00000108788.7,78.7,2.503,0.221
g3774,ENSG00000138138.9,78.65,2.929,0.228
g7496,ENSG00000130119.11,78.65,6.883,0.228
g1546,ENSG00000144747.10,78.6,1.97,0.228
g3183,ENSG00000253645.1,78.6,3.8,0.228
g45,ENSG00000171824.9,78.55,3.114,0.228
g173,ENSG00000212673.1,78.55,6880888555.821,0.228
g3173,ENSG00000187840.4,78.55,2.254,0.228
g6175,ENSG00000108829.9,78.55,2.157,0.228
g6639,ENSG00000207707.1,78.55,2.041,0.228
g461,ENSG00000163159.7,78.5,3.351,0.234
g957,ENSG00000273398.1,78.5,481075446.086,0.234
g2810,ENSG00000157954.10,78.45,4.561,0.234
g5824,ENSG00000103111.10,78.45,2.387,0.234
g6086,ENSG00000125686.7,78.45,2.943,0.234
g4560,ENSG00000139641.8,78.4,2.54,0.234
g4630,ENSG00000173451.2,78.35,1.922,0.234
g2389,ENSG00000122203.10,78.3,5.313,0.246
g2789,ENSG00000060762.14,78.2,1.425,0.246
g62,ENSG00000142634.8,78.15,1.671,0.246
g696,ENSG00000123685.4,78.1,8.076,0.246
g6664,ENSG00000269066.1,78,4.551,0.246
g7183,ENSG00000273199.1,77.95,4.031,0.246
g7558,ENSG00000125352.4,77.95,2.535,0.246
g6522,ENSG00000105355.4,77.9,4.245,0.246
g1090,ENSG00000144231.6,77.85,2.385,0.246
g2083,ENSG00000082074.11,77.85,3.1,0.246
g4963,ENSG00000165792.13,77.85,7.287,0.246
g5134,ENSG00000100568.6,77.85,3.452,0.246
g5836,ENSG00000103187.6,77.85,1.603,0.246
g726,ENSG00000143799.8,77.8,5.653,0.246
g3422,ENSG00000107175.6,77.8,3.249,0.246
g6842,ENSG00000104894.7,77.8,1.331,0.246
g3230,ENSG00000104442.5,77.75,5.87,0.253
g6020,ENSG00000258924.4,77.75,583230790.247,0.253
g4021,ENSG00000166181.8,77.65,2.547,0.257
g6561,ENSG00000171466.5,77.65,1.789,0.257
g1889,ENSG00000236562.3,77.6,2.685,0.257
g6347,ENSG00000169738.3,77.6,2.491,0.257
g5660,ENSG00000079616.8,77.5,6.89,0.257
g6604,ENSG00000213290.4,77.5,1.971,0.257
g481,ENSG00000198837.5,77.4,1.863,0.257
g1028,ENSG00000144029.7,77.4,4.276,0.257
g915,ENSG00000068912.9,77.35,3.512,0.257
g5546,ENSG00000130731.11,77.35,5.794,0.257
g5266,ENSG00000256053.3,77.3,7.422,0.257
g4521,ENSG00000182544.8,77.25,7.269,0.257
g2345,ENSG00000145907.10,77.2,2.723,0.257
g5869,ENSG00000238946.1,77.2,1408838761.881,0.257
g1752,ENSG00000175166.12,77.15,2.404,0.257
g2036,ENSG00000038002.4,77.15,1.781,0.257
g5582,ENSG00000153048.6,77.15,4.567,0.257
g2946,ENSG00000006634.3,77.1,2.379,0.263
g136,ENSG00000198746.8,77.05,3.643,0.269
g2803,ENSG00000122687.13,77.05,6.01,0.269
g3218,ENSG00000271722.1,77.05,2.95,0.269
g2530,ENSG00000204463.8,77,2.545,0.269
g2225,ENSG00000252295.1,76.95,4082615525.727,0.269
g295,ENSG00000116221.11,76.9,17.442,0.269
g4541,ENSG00000123338.8,76.9,1.905,0.269
g6180,ENSG00000141232.4,76.9,2.854,0.269
g5232,ENSG00000089737.11,76.85,1.731,0.276
g978,ENSG00000124383.4,76.8,5.139,0.28
g6088,ENSG00000141741.7,76.8,2.089,0.28
g7573,ENSG00000102034.12,76.75,2.443,0.28
g1017,ENSG00000132305.16,76.7,6.461,0.28
g3600,ENSG00000125482.8,76.7,8.796,0.28
g2469,ENSG00000268059.1,76.55,2.582,0.28
g6663,ENSG00000099331.9,76.55,1.23,0.28
g6326,ENSG00000108679.8,76.45,2.745,0.28
g2822,ENSG00000106392.6,76.4,2.105,0.28
g5566,ENSG00000122390.13,76.4,3.073,0.28
g5949,ENSG00000141510.11,76.35,6.566,0.28
g1531,ENSG00000163684.7,76.3,2.048,0.28
g6971,ENSG00000089006.12,76.3,1.946,0.28
g2902,ENSG00000185811.12,76.25,2.303,0.28
g3592,ENSG00000236986.2,76.25,2.874,0.28
g5697,ENSG00000129636.8,76.25,4.256,0.28
g6796,ENSG00000073050.7,76.25,2.751,0.28
g5797,ENSG00000157349.11,76.2,4.181,0.28
g1762,ENSG00000156976.10,76.05,1.513,0.292
g1849,ENSG00000109787.8,76.05,1.876,0.292
g3188,ENSG00000264578.1,76,6.616,0.292
g6549,ENSG00000185236.7,76,2.354,0.292
g625,ENSG00000135821.12,75.9,1.587,0.292
g2809,ENSG00000196204.7,75.8,3.416,0.292
g4313,ENSG00000137656.7,75.8,8.198,0.292
g5965,ENSG00000166579.11,75.8,2.164,0.292
g4702,ENSG00000136003.11,75.65,3.149,0.312
g3134,ENSG00000253200.1,75.55,4.283,0.317
g3542,ENSG00000267987.1,75.55,6.604,0.317
g7016,ENSG00000126005.11,75.55,2.795,0.317
g89,ENSG00000090432.5,75.5,25.342,0.317
g2259,ENSG00000145833.11,75.5,2.014,0.317
g6171,ENSG00000251085.1,75.5,4.592,0.317
g6722,ENSG00000267580.1,75.5,3.863,0.317
g7348,ENSG00000187051.4,75.5,3.427,0.317
g4805,ENSG00000177169.5,75.45,2.654,0.317
g6235,ENSG00000087191.8,75.45,3.15,0.317
g3951,ENSG00000166333.9,75.35,1.432,0.324
g1279,ENSG00000085449.10,75.3,1.843,0.33
g1765,ENSG00000200320.1,75.3,3599134874.691,0.33
g3475,ENSG00000198000.7,75.3,2.622,0.33
g2722,ENSG00000079950.9,75.25,2.132,0.334
g5932,ENSG00000132522.11,75.25,1.618,0.334
g4646,ENSG00000269531.1,75.2,5.507,0.334
g6407,ENSG00000141452.5,75.2,3.536,0.334
g2299,ENSG00000113141.11,75.15,1.628,0.334
g49,ENSG00000116670.10,75.1,7.142,0.334
g2304,ENSG00000112855.10,75.1,6.333,0.334
g7583,ENSG00000203950.6,75.1,4.166,0.334
g1275,ENSG00000144591.13,75.05,9.571,0.334
g5862,ENSG00000159842.10,75.05,2.042,0.334
g6036,ENSG00000240531.1,75.05,8.752,0.334
g5462,ENSG00000261779.1,75,3.359,0.34
g6666,ENSG00000269836.1,74.95,5.135,0.34
g2927,ENSG00000198874.8,74.85,2.418,0.34
g5906,ENSG00000261879.1,74.85,2.267,0.34
g6200,ENSG00000265206.2,74.85,2.775,0.34
g4102,ENSG00000255432.1,74.8,3.138,0.351
g3859,ENSG00000265827.1,74.75,2.393,0.351
g4535,ENSG00000135486.13,74.75,1.36,0.351
g5135,ENSG00000258466.1,74.7,1.71,0.351
g1657,ENSG00000114054.9,74.65,3.981,0.351
g1740,ENSG00000244346.1,74.65,1096621408.725,0.351
g4039,ENSG00000270060.1,74.65,1145179278.993,0.351
g6871,ENSG00000105374.5,74.65,2.925,0.351
g1096,ENSG00000072135.8,74.6,2.252,0.351
g1741,ENSG00000078070.7,74.55,6.011,0.351
g1804,ENSG00000090316.11,74.55,1.906,0.351
g2994,ENSG00000087087.14,74.55,4.016,0.351
g205,ENSG00000181817.5,74.5,1.89,0.357
g442,ENSG00000143374.10,74.5,3.24,0.357
g7237,ENSG00000100034.9,74.5,3.493,0.357
g7587,ENSG00000241489.3,74.5,2.259,0.357
g4727,ENSG00000089248.6,74.45,1.828,0.357
g6365,ENSG00000132205.6,74.4,3.054,0.357
g7013,ENSG00000100983.5,74.4,2.479,0.357
g540,ENSG00000132716.14,74.3,3.605,0.363
g3263,ENSG00000104267.5,74.3,2.849,0.363
g5154,ENSG00000165861.9,74.25,4.841,0.367
g5914,ENSG00000091592.11,74.25,1.944,0.367
g7346,ENSG00000100335.8,74.2,7.129,0.367
g7373,ENSG00000198951.7,74.2,1.947,0.367
g2607,ENSG00000124733.3,74.15,1.659,0.367
g3909,ENSG00000127884.4,74.15,1.767,0.367
g4103,ENSG00000162194.8,74.1,1.942,0.367
g4811,ENSG00000196199.9,74.1,2.73,0.367
g4997,ENSG00000092098.12,74.1,3.363,0.367
g1737,ENSG00000205981.2,74.05,4.233,0.367
g2708,ENSG00000153975.5,74.05,7.766,0.367
g6114,ENSG00000176563.5,74.05,1.835,0.367
g7360,ENSG00000232754.1,74,2.313,0.367
g6599,ENSG00000197647.7,73.95,2.861,0.367
g1271,ENSG00000158552.8,73.85,4.862,0.367
g1457,ENSG00000173473.6,73.85,3.857,0.367
g1973,ENSG00000145388.10,73.85,3.076,0.367
g6320,ENSG00000108669.12,73.85,3.027,0.367
g7484,ENSG00000068438.10,73.85,3.45,0.367
g5799,ENSG00000261777.1,73.8,4.284,0.379
g5609,ENSG00000103222.14,73.75,2.127,0.379
g5782,ENSG00000103066.8,73.7,1145349684.255,0.379
g5014,ENSG00000258973.1,73.65,709670048.479,0.392
g4288,ENSG00000137757.6,73.6,19.95,0.398
g1450,ENSG00000144791.5,73.55,3.038,0.398
g4264,ENSG00000137500.5,73.5,2.791,0.398
g6098,ENSG00000168259.10,73.5,2.456,0.398
g3829,ENSG00000198408.9,73.4,1.997,0.402
g4699,ENSG00000110851.7,73.4,763566456.503,0.402
g6876,ENSG00000105501.7,73.4,3.93,0.402
g4149,ENSG00000133884.5,73.3,4.03,0.402
g425,ENSG00000269279.1,73.25,13.229,0.402
g3361,ENSG00000196378.7,73.25,4.315,0.402
g1815,ENSG00000168818.5,73.2,7.224,0.402
g4330,ENSG00000110367.7,73.2,1.882,0.402
g5015,ENSG00000129465.11,73.15,1241867702.251,0.402
g5133,ENSG00000081181.3,73.15,2.484,0.402
g6022,ENSG00000087111.16,73.1,2.605,0.402
g4355,ENSG00000151702.12,73.05,2.131,0.402
g1425,ENSG00000114745.9,73,8.052,0.407
g2276,ENSG00000113013.8,73,1.865,0.407
g4026,ENSG00000166199.8,73,1022714578.501,0.407
g4132,ENSG00000173486.8,73,2.088,0.407
g7509,ENSG00000120509.6,73,6.527,0.407
g4488,ENSG00000174243.5,72.95,9.058,0.407
g1339,ENSG00000114026.17,72.9,5.089,0.413
g2381,ENSG00000113719.11,72.9,1.627,0.413
g2979,ENSG00000166526.12,72.85,3.327,0.413
g4778,ENSG00000176383.8,72.85,2.318,0.413
g7280,ENSG00000248751.2,72.85,9.716,0.413
g1364,ENSG00000268279.2,72.8,2.631,0.419
g3648,ENSG00000152457.13,72.8,2.822,0.419
g7338,ENSG00000183741.7,72.75,2.498,0.424
g7480,ENSG00000126759.8,72.75,1.388,0.424
g1578,ENSG00000114439.14,72.7,1.575,0.424
g4372,ENSG00000078237.4,72.7,1.869,0.424
g4670,ENSG00000257715.1,72.65,1.579,0.424
g5623,ENSG00000103544.10,72.65,2.702,0.424
g6108,ENSG00000131470.10,72.65,2.778,0.424
g1216,ENSG00000183308.6,72.6,7.417,0.43
g3468,ENSG00000187742.10,72.6,2.223,0.43
g4524,ENSG00000139637.9,72.6,1.9,0.43
g3085,ENSG00000106144.15,72.55,2.17,0.43
g2320,ENSG00000113580.10,72.5,1.441,0.43
g4377,ENSG00000139192.7,72.5,4.228,0.43
g85,ENSG00000077549.13,72.45,1.424,0.43
g2659,ENSG00000213204.4,72.45,3.495,0.43
g398,ENSG00000134255.9,72.4,2.525,0.435
g1240,ENSG00000118260.10,72.4,2.697,0.435
g1262,ENSG00000144579.3,72.4,2.116,0.435
g2911,ENSG00000146731.6,72.4,1.867,0.435
g3325,ENSG00000259305.1,72.4,1.503,0.435
g6557,ENSG00000260112.1,72.4,3.452,0.435
g1415,ENSG00000076242.10,72.3,2.44,0.441
g618,ENSG00000143337.14,72.2,1.653,0.446
g4333,ENSG00000110395.4,72.2,3.205,0.446
g5320,ENSG00000261822.1,72.2,1065983155.836,0.446
g223,ENSG00000127603.19,72.15,1.771,0.446
g1492,ENSG00000263506.1,72.15,2.424,0.446
g1887,ENSG00000047315.10,72.15,2.456,0.446
g4582,ENSG00000123329.13,72.15,3.305,0.446
g3152,ENSG00000147421.13,72.1,4.095,0.451
g3803,ENSG00000231970.1,72.05,2.346,0.451
g249,ENSG00000066322.8,72,2.387,0.462
g6102,ENSG00000126561.12,72,2.692,0.462
g1987,ENSG00000240723.2,71.9,2.132,0.462
g3741,ENSG00000237768.2,71.75,3.898,0.474
g4048,ENSG00000110536.9,71.75,6.02,0.474
g3953,ENSG00000254641.1,71.7,1.522,0.474
g6749,ENSG00000167645.12,71.7,6.781,0.474
g163,ENSG00000116350.11,71.65,3.715,0.479
g489,ENSG00000143575.10,71.65,1.679,0.479
g2502,ENSG00000026950.12,71.6,2.107,0.479
g4247,ENSG00000149269.5,71.5,2.986,0.484
g4384,ENSG00000111644.3,71.45,4.136,0.484
g6149,ENSG00000159111.8,71.45,1.529,0.484
g6798,ENSG00000269583.1,71.45,1145179278.993,0.484
g2660,ENSG00000164414.12,71.35,3.091,0.49
g4881,ENSG00000136159.3,71.35,2.678,0.49
g6352,ENSG00000141574.3,71.35,7.041,0.49
g208,ENSG00000163875.11,71.3,1.851,0.496
g5839,ENSG00000153786.8,71.25,3.226,0.496
g6736,ENSG00000267120.3,71.2,1.283,0.502
g7015,ENSG00000088298.8,71.15,1.94,0.502
g6946,ENSG00000185019.12,71.1,3.991,0.507
g5976,ENSG00000154957.9,71.05,3.613,0.511
g4156,ENSG00000176973.7,71,5.457,0.511
g6672,ENSG00000130303.8,71,1.756,0.511
g1289,ENSG00000225963.3,70.95,3.451,0.511
g5815,ENSG00000168411.9,70.95,2.454,0.511
g6801,ENSG00000239948.2,70.95,2.53,0.511
g995,ENSG00000115317.7,70.9,2.449,0.511
g3717,ENSG00000165732.8,70.9,1.564,0.511
g1495,ENSG00000235016.1,70.85,2.12,0.511
g4480,ENSG00000111424.6,70.85,2.772,0.511
g2037,ENSG00000129187.10,70.75,2.801,0.529
g3857,ENSG00000108055.9,70.75,3.323,0.529
g5419,ENSG00000166839.12,70.75,4.582,0.529
g6443,ENSG00000167315.13,70.75,1.9,0.529
g1731,ENSG00000136518.12,70.7,3.886,0.529
g6411,ENSG00000141380.9,70.7,2.537,0.529
g321,ENSG00000077254.10,70.65,2.488,0.54
g1682,ENSG00000163754.13,70.65,1.568,0.54
g2720,ENSG00000198945.3,70.65,2.86,0.54
g955,ENSG00000138071.9,70.6,1.21,0.54
g4871,ENSG00000188342.7,70.6,2.383,0.54
g5538,ENSG00000131876.12,70.55,1.893,0.54
g7676,ENSG00000271986.1,70.45,1208114243.147,0.544
g698,ENSG00000203705.6,70.4,2.547,0.544
g2639,ENSG00000135297.11,70.4,2.785,0.544
g6489,ENSG00000180448.6,70.35,2.932,0.544
g932,ENSG00000201076.1,70.3,3.767,0.555
g1086,ENSG00000163161.8,70.3,2.903,0.555
g3254,ENSG00000104427.7,70.3,3.65,0.555
g4222,ENSG00000054967.8,70.3,2.278,0.555
g2644,ENSG00000112697.11,70.25,1.764,0.555
g3429,ENSG00000147905.13,70.25,2.037,0.555
g5605,ENSG00000072864.8,70.25,3.657,0.555
g7172,ENSG00000159131.12,70.25,4.746,0.555
g3479,ENSG00000131669.5,70.2,1.606,0.56
g4427,ENSG00000084463.3,70.1,1.632,0.565
g6300,ENSG00000257949.2,70.1,4.214,0.565
g185,ENSG00000162521.14,70.05,1.451,0.565
g2305,ENSG00000146007.6,70,3.15,0.565
g2589,ENSG00000065491.8,69.95,5.368,0.57
g4779,ENSG00000184047.11,69.95,1.488,0.57
g5905,ENSG00000262429.1,69.95,4.191,0.57
g3348,ENSG00000008513.10,69.9,1.586,0.57
g5973,ENSG00000133028.6,69.9,657459372.25,0.57
g807,ENSG00000260077.1,69.85,9.3,0.582
g2926,ENSG00000126524.5,69.85,1.715,0.582
g3528,ENSG00000148229.8,69.85,1.43,0.582
g4583,ENSG00000166986.8,69.75,1.695,0.591
g106,ENSG00000011007.8,69.7,2.05,0.591
g2743,ENSG00000146416.12,69.7,4.81,0.591
g4977,ENSG00000197324.4,69.7,2.896,0.591
g5908,ENSG00000029725.12,69.65,2.483,0.591
g4154,ENSG00000270117.1,69.55,1587897359.805,0.591
g5527,ENSG00000184056.10,69.55,4.33,0.591
g6170,ENSG00000263176.1,69.55,3.296,0.591
g7227,ENSG00000236540.3,69.55,2.792,0.591
g4354,ENSG00000110063.4,69.5,8.934,0.591
g4797,ENSG00000184209.14,69.5,3.701,0.591
g2613,ENSG00000271754.1,69.45,14.69,0.591
g4802,ENSG00000139370.6,69.45,3.097,0.591
g576,ENSG00000081721.7,69.4,4.138,0.591
g1614,ENSG00000114030.8,69.4,2.136,0.591
g5894,ENSG00000161920.5,69.4,1.917,0.591
g3171,ENSG00000147471.7,69.3,2.352,0.609
g6512,ENSG00000183617.4,69.3,1.511,0.609
g6624,ENSG00000104907.8,69.3,4.093,0.609
g314,ENSG00000233994.2,69.15,2.75,0.614
g3321,ENSG00000253607.1,69.15,3.141,0.614
g4484,ENSG00000167528.8,69.15,6.057,0.614
g4967,ENSG00000092201.5,69.1,1.605,0.626
g5783,ENSG00000103061.7,68.85,6.62,0.648
g247,ENSG00000117395.6,68.8,5.645,0.648
g4557,ENSG00000170515.9,68.8,1.752,0.648
g4935,ENSG00000134899.13,68.75,2.142,0.648
g6123,ENSG00000067596.6,68.7,2.111,0.654
g367,ENSG00000156875.9,68.65,1.744,0.658
g31,ENSG00000204859.7,68.6,7.557,0.658
g5502,ENSG00000166716.5,68.6,3.34,0.658
g5909,ENSG00000108559.7,68.6,2.202,0.658
g6950,ENSG00000101220.13,68.55,8.864,0.663
g5552,ENSG00000198736.7,68.5,2.013,0.663
g6859,ENSG00000105053.6,68.5,2.17,0.663
g7403,ENSG00000130489.8,68.5,1.953,0.663
g4297,ENSG00000075239.9,68.4,2.868,0.663
g2574,ENSG00000065029.10,68.35,8.375,0.674
g3067,ENSG00000236338.1,68.35,1.777,0.674
g3806,ENSG00000155229.16,68.3,3.772,0.674
g6783,ENSG00000269858.1,68.3,2.505,0.674
g4669,ENSG00000111144.5,68.25,1.815,0.68
g6169,ENSG00000136504.7,68.25,2.57,0.68
g2398,ENSG00000270706.1,68.2,2.342,0.685
g3748,ENSG00000176986.10,68.2,3.073,0.685
g5391,ENSG00000270986.1,68.2,3.658,0.685
g3362,ENSG00000161016.11,68.15,1.421,0.69
g5114,ENSG00000258777.1,68.15,3.266,0.69
g4575,ENSG00000241217.2,68.1,15.461,0.69
g4455,ENSG00000061794.8,68.05,2.22,0.69
g4556,ENSG00000257411.1,68.05,1.859,0.69
g510,ENSG00000132718.7,68,5.679,0.694
g2340,ENSG00000197043.9,67.95,2.713,0.694
g5305,ENSG00000104142.6,67.95,3.863,0.694
g1437,ENSG00000093183.9,67.9,7.227,0.694
g6570,ENSG00000090339.4,67.9,2.049,0.694
g6638,ENSG00000099797.7,67.9,1.624,0.694
g7210,ENSG00000227039.2,67.9,2.016,0.694
g1016,ENSG00000132300.14,67.85,3.986,0.7
g3572,ENSG00000225951.1,67.85,15.904,0.7
g176,ENSG00000025800.9,67.8,1.532,0.705
g4706,ENSG00000256262.1,67.7,534496519.852,0.715
g1470,ENSG00000068745.10,67.65,2.285,0.715
g1483,ENSG00000172053.10,67.65,1.477,0.715
g4707,ENSG00000110906.8,67.65,2.503,0.715
g2211,ENSG00000145780.6,67.6,1.723,0.726
g2634,ENSG00000118482.7,67.55,1.878,0.726
g3908,ENSG00000235245.1,67.55,8.308,0.726
g4948,ENSG00000139842.10,67.55,1.993,0.726
g6850,ENSG00000200259.1,67.55,2848990609.752,0.726
g519,ENSG00000260238.1,67.5,2.174,0.731
g4631,ENSG00000258064.1,67.5,8.764,0.731
g5158,ENSG00000080815.14,67.45,1.724,0.734
g6019,ENSG00000266202.1,67.45,1042239093.463,0.734
g7193,ENSG00000157601.9,67.45,1.245,0.734
g91,ENSG00000117242.7,67.4,2.13,0.734
g178,ENSG00000084652.11,67.4,3.228,0.734
g2522,ENSG00000204525.10,67.35,2.361,0.734
g7566,ENSG00000101966.8,67.35,3.421,0.734
g7352,ENSG00000196588.10,67.3,2.449,0.734
g52,ENSG00000011021.17,67.2,2.149,0.739
g4227,ENSG00000175582.15,67.2,1.851,0.739
g4231,ENSG00000175567.4,67.2,1.389,0.739
g4934,ENSG00000270181.1,67.2,4.095,0.739
g3311,ENSG00000227514.3,67.15,2.199,0.755
g788,ENSG00000264500.1,67.1,2.97,0.755
g3116,ENSG00000147316.8,67.1,2.879,0.755
g6823,ENSG00000134815.14,67.1,6.946,0.755
g1629,ENSG00000074416.9,67.05,3.112,0.759
g1698,ENSG00000174953.9,67,2.244,0.759
g6885,ENSG00000196214.6,66.95,8.204,0.759
g2228,ENSG00000164244.16,66.85,4.233,0.762
g2702,ENSG00000196591.7,66.85,3.422,0.762
g3401,ENSG00000086061.11,66.85,1.762,0.762
g6972,ENSG00000125850.6,66.85,1.597,0.762
g1324,ENSG00000168397.12,66.8,2.393,0.762
g3306,ENSG00000253676.1,66.8,1.255,0.762
g6924,ENSG00000213753.6,66.8,1.581,0.762
g7067,ENSG00000124155.12,66.8,1.495,0.762
g1440,ENSG00000230084.1,66.75,4.096,0.762
g7097,ENSG00000196396.5,66.75,1.66,0.762
g6735,ENSG00000126246.5,66.7,1.62,0.766
g433,ENSG00000232780.1,66.65,3.523,0.766
g4067,ENSG00000254732.1,66.65,1.865,0.766
g2475,ENSG00000007944.10,66.6,2.869,0.766
g2493,ENSG00000112343.8,66.55,1.568,0.766
g3379,ENSG00000215066.3,66.55,1527132912.007,0.766
g4117,ENSG00000255717.2,66.5,2.299,0.771
g6578,ENSG00000129355.6,66.45,4.364,0.771
g863,ENSG00000163811.7,66.4,1.82,0.775
g5434,ENSG00000199574.1,66.4,4046902215.168,0.775
